ID,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6,C1,C2,C3,C4,C5,C6,D1,D2,D3,D4,D5,D6
ASV1147,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ASV483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
ASV280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,5,0,0,0,0,0,0,19
ASV281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
ASV385,10,8,13,8,14,9,3,5,4,0,9,9,0,0,4,0,0,0,0,0,5,1,0,3
ASV366,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,5,5,0,5,0
ASV439,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0
ASV455,2,5,3,0,2,0,0,3,5,0,8,2,0,0,0,0,4,1,0,0,0,1,5,0
ASV994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV965,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
ASV53,48,34,66,28,46,14,20,47,53,44,37,44,70,175,70,49,33,76,48,94,86,63,99,33
ASV394,1,3,0,0,4,0,0,0,0,0,0,2,0,0,3,3,9,0,0,0,0,0,0,0
ASV393,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,2,0
ASV924,0,0,5,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV1153,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV162,7,8,6,6,0,3,2,2,8,13,2,2,6,15,10,5,6,5,6,6,4,3,12,3
ASV204,8,1,6,4,5,1,0,3,4,5,3,0,2,0,2,3,2,3,4,8,3,2,4,4
ASV406,6,4,3,8,4,4,4,5,5,0,5,6,0,0,2,4,0,0,0,3,0,0,0,0
ASV1224,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1155,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ASV1104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1140,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0
ASV260,16,35,21,22,26,34,40,36,23,30,41,66,23,37,29,24,19,19,0,13,38,34,28,34
ASV1162,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ASV1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV1146,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
ASV292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
ASV327,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,2,2,0,0,0,0,0,0,0
ASV131,29,37,15,5,14,17,37,31,30,23,23,92,54,57,68,29,26,32,8,26,28,22,44,19
ASV466,0,0,3,0,0,2,0,0,2,0,0,2,2,5,0,5,3,0,0,0,6,6,2,2
ASV6,0,0,0,4,0,0,11,7,8,5,15,25,37,42,46,237,318,256,479,465,419,326,361,305
ASV177,42,28,31,24,42,16,13,9,17,10,10,12,17,19,21,15,10,8,7,9,8,8,19,0
ASV1118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,5
ASV283,0,0,0,0,0,6,6,0,19,0,10,10,6,11,15,8,4,4,0,0,0,0,2,0
ASV320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
ASV1219,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1095,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1217,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ASV45,67,49,62,62,81,39,55,53,54,69,83,64,59,72,68,70,44,46,56,61,54,53,49,40
ASV368,0,2,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ASV317,0,0,0,0,0,0,0,0,2,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0
ASV250,0,0,0,0,0,0,4,0,0,0,0,2,0,3,2,4,0,0,2,0,0,0,0,0
ASV306,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,8,0,0,0,0,0,0,0
ASV134,12,29,14,9,10,22,13,54,27,23,31,62,27,38,33,23,11,14,11,14,26,18,26,11
ASV966,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
ASV1218,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV398,0,0,2,0,0,0,0,0,0,0,0,0,11,5,2,0,0,0,0,0,0,0,0,0
ASV354,6,0,3,10,9,7,0,0,0,0,0,6,3,3,2,3,0,0,0,0,0,0,0,2
ASV150,10,13,8,4,5,3,0,5,9,5,10,0,6,7,8,14,5,3,8,3,11,7,4,10
ASV1238,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV99,13,31,26,38,30,24,42,30,34,21,25,29,19,29,20,25,22,38,15,18,15,14,16,5
ASV1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV1047,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ASV449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ASV390,4,1,3,2,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0
ASV1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,0
ASV46,104,113,113,90,73,128,96,140,152,59,115,110,30,83,122,89,89,88,58,94,89,87,64,31
ASV1259,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV476,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,1,0
ASV529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ASV1220,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1056,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV346,3,0,4,0,0,7,4,8,0,0,3,0,0,3,2,2,4,0,0,4,4,0,7,0
ASV1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ASV982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ASV1014,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV153,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,26,8,0,9,0,0,33
ASV960,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1011,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8,914,1600,1534,1545,1411,1687,1288,1377,1217,1361,1024,763,273,239,298,541,411,496,379,477,338,455,470,424
ASV1081,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV121,6,2,0,2,0,0,13,26,4,4,7,0,18,9,7,0,0,16,13,34,15,18,22,48
ASV384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ASV208,3,3,3,0,3,0,0,0,3,0,8,3,4,7,6,8,3,4,4,9,7,0,9,0
ASV473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ASV1172,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1179,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV72,19,34,37,24,31,29,21,33,30,23,20,37,25,22,47,37,43,28,30,57,45,26,36,30
ASV322,3,2,0,0,4,0,0,2,4,0,0,0,5,2,7,0,0,0,0,0,0,0,4,0
ASV254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,13,0,0,0,0,0,0,0,0
ASV1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ASV513,12,1,7,5,3,8,10,3,4,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV539,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ASV362,4,3,2,1,1,0,4,0,0,1,3,4,2,8,2,0,5,2,0,0,4,5,3,3
ASV927,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1092,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV112,27,106,46,37,39,82,20,98,74,58,60,68,48,49,74,32,32,32,15,25,32,30,30,33
ASV287,0,0,0,2,1,0,4,12,9,0,4,12,19,5,12,7,3,0,0,4,3,0,4,0
ASV186,0,8,0,3,0,0,2,6,0,8,0,0,0,5,6,0,3,5,4,0,0,5,0,0
ASV143,0,6,4,0,11,12,9,10,8,14,2,7,11,16,14,9,6,21,8,17,10,12,9,13
ASV212,6,5,0,2,2,1,0,0,0,4,4,1,1,0,2,2,0,4,3,0,0,4,3,3
ASV146,4,5,6,6,4,2,6,4,5,0,5,4,6,8,12,9,12,5,6,21,13,14,14,18
ASV193,8,5,4,5,3,5,3,6,6,3,0,7,5,3,6,2,3,0,3,6,6,1,0,6
ASV1097,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1016,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ASV167,0,0,0,0,8,0,0,0,0,0,0,0,19,18,4,19,13,30,8,0,0,0,0,22
ASV361,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0
ASV454,0,0,0,0,0,4,0,0,7,0,8,11,0,0,0,0,3,0,0,0,6,1,3,0
ASV34,231,341,189,47,91,180,330,152,323,98,205,212,645,308,394,298,265,191,70,220,607,319,402,191
ASV452,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ASV1073,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
ASV381,1,0,1,2,1,0,0,4,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0
ASV14,5,5,13,7,11,4,74,61,40,36,66,84,493,134,121,107,66,70,185,169,110,54,84,59
ASV55,103,204,151,36,72,170,209,177,253,128,293,138,182,280,230,142,90,178,45,184,304,113,130,83
ASV27,0,27,31,0,39,14,0,0,0,0,0,0,100,73,30,51,38,39,82,62,105,39,35,0
ASV1191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
ASV1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
ASV1124,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
ASV205,0,6,2,0,0,2,4,0,10,3,1,0,6,2,0,0,0,0,2,0,5,4,11,13
ASV138,8,9,10,4,6,2,3,4,0,0,0,0,71,20,10,9,3,8,9,0,0,3,5,0
ASV568,3,2,0,0,0,4,0,0,0,0,2,4,0,5,0,0,0,3,0,0,0,0,0,2
ASV249,0,0,0,0,0,0,0,0,0,0,0,0,4,8,10,9,7,12,2,0,5,0,0,0
ASV200,13,2,3,2,5,3,0,0,0,3,0,4,24,16,12,11,11,11,4,16,13,35,17,21
ASV998,0,1,2,0,0,0,0,0,1,0,0,0,0,3,0,2,0,3,0,2,0,4,0,0
ASV199,19,9,4,3,18,9,32,28,25,8,28,9,17,54,49,16,29,16,5,12,20,14,5,0
ASV87,13,7,7,24,43,40,21,38,84,37,54,43,107,70,74,49,55,55,21,107,81,95,64,54
ASV1145,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
ASV255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
ASV1066,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0
ASV1271,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV303,3,1,2,4,2,4,0,0,0,4,0,4,6,1,7,2,5,2,0,2,3,0,3,0
ASV411,0,6,1,0,0,4,0,0,0,0,7,2,0,0,2,0,2,3,0,4,0,0,0,0
ASV110,30,29,33,11,19,16,32,44,35,26,31,87,65,43,56,24,18,34,13,15,34,7,33,9
ASV66,24,8,6,28,17,15,10,13,17,15,14,16,26,40,30,23,34,16,30,58,52,100,82,75
ASV921,4,0,0,0,15,0,0,0,9,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV410,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0
ASV132,0,0,0,7,0,4,1,2,3,2,3,6,3,0,0,0,0,3,9,9,8,6,4,6
ASV1035,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0
ASV76,16,34,25,17,41,35,28,40,24,33,43,29,53,48,35,24,32,38,28,28,30,23,25,22
ASV403,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0
ASV936,3,5,3,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,2,4,0,0,0
ASV948,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV1069,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV372,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,3,0,0,0
ASV520,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ASV195,0,9,6,0,7,8,4,12,8,8,15,6,2,5,6,3,2,4,4,4,5,3,7,0
ASV950,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV202,37,54,38,22,42,25,30,27,47,19,37,23,29,25,29,16,16,8,4,2,8,7,13,4
ASV531,0,0,3,0,3,7,0,0,0,0,0,0,0,8,0,5,3,0,0,0,7,0,0,0
ASV532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV440,0,0,0,0,10,17,0,0,16,0,0,0,15,0,0,0,13,49,0,15,8,9,23,38
ASV117,9,19,14,1,13,12,7,9,10,4,10,14,18,22,19,14,13,18,13,15,21,2,13,9
ASV114,0,2,2,0,3,0,0,6,4,4,2,6,17,29,17,24,18,12,9,43,30,32,37,31
ASV170,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,3,7,14,15
ASV382,4,4,6,0,5,0,0,0,4,0,0,4,0,6,2,0,0,3,0,0,0,0,0,0
ASV227,4,0,1,7,6,2,1,4,0,2,0,0,0,7,4,3,3,6,2,8,3,5,2,0
